w0,w1,w2,w3,a0,a1,a2,a3,b0,b1,b2,b3,direction
184.0,4.0,384.0,764.0,0,0,0,0,1,0,0,1,2
534.0,4.0,34.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,184.0,4.0,584.0,0,0,0,0,1,1,0,0,3
564.0,234.0,4.0,534.0,0,0,0,0,1,1,0,0,3
554.0,534.0,14.0,234.0,1,0,0,0,0,1,1,0,0
494.0,534.0,74.0,234.0,1,0,0,0,0,1,1,0,0
274.0,534.0,294.0,234.0,1,0,0,0,0,1,1,0,0
4.0,524.0,564.0,244.0,0,0,0,0,0,0,1,1,1
4.0,504.0,564.0,264.0,0,0,0,0,0,0,1,1,1
4.0,424.0,564.0,344.0,0,0,0,0,0,0,1,1,1
4.0,84.0,564.0,684.0,0,0,0,0,0,0,1,1,1
14.0,34.0,554.0,734.0,0,0,1,0,1,0,0,1,2
224.0,34.0,344.0,734.0,0,0,0,0,1,0,0,1,2
384.0,34.0,184.0,734.0,0,0,0,0,1,0,0,1,2
514.0,44.0,54.0,724.0,0,0,0,1,1,1,0,0,3
514.0,164.0,54.0,604.0,0,0,0,1,1,1,0,0,3
504.0,684.0,64.0,84.0,1,0,0,0,0,1,1,0,0
4.0,674.0,564.0,94.0,0,0,0,0,0,0,1,1,1
14.0,604.0,554.0,164.0,0,0,1,0,1,0,1,1,2
64.0,604.0,504.0,164.0,0,0,1,0,1,0,1,1,2
154.0,384.0,414.0,384.0,0,0,0,0,0,0,1,0,0
104.0,384.0,464.0,384.0,0,0,0,0,0,0,1,0,0
4.0,374.0,564.0,394.0,0,0,0,0,0,0,0,1,1
14.0,324.0,554.0,444.0,0,0,1,0,1,0,0,0,2
514.0,324.0,54.0,444.0,0,0,0,0,1,0,0,0,2
564.0,334.0,4.0,434.0,0,0,0,0,0,1,0,0,3
554.0,564.0,14.0,204.0,1,0,0,0,0,0,1,0,0
424.0,564.0,144.0,204.0,1,0,0,0,0,0,1,0,0
84.0,554.0,484.0,214.0,0,1,0,0,0,0,0,1,1
84.0,504.0,484.0,264.0,0,1,0,0,0,0,0,1,1
84.0,434.0,484.0,334.0,0,1,0,0,0,0,0,1,1
84.0,174.0,484.0,594.0,0,0,0,0,0,0,0,1,1
84.0,164.0,484.0,604.0,0,0,0,0,0,0,0,1,1
84.0,34.0,484.0,734.0,0,0,0,0,0,0,0,1,1
94.0,4.0,474.0,764.0,0,0,0,0,1,0,0,0,2
164.0,4.0,404.0,764.0,0,0,0,0,1,0,0,0,2
374.0,14.0,194.0,754.0,0,0,0,1,0,1,0,0,3
374.0,134.0,194.0,634.0,0,0,0,1,0,1,0,0,3
374.0,424.0,194.0,344.0,0,0,0,0,0,1,0,0,3
374.0,444.0,194.0,324.0,0,0,0,0,0,1,0,0,3
364.0,674.0,204.0,94.0,1,0,0,0,0,0,1,0,0
354.0,674.0,214.0,94.0,1,0,0,0,0,0,1,0,0
234.0,674.0,334.0,94.0,1,0,0,0,0,0,1,0,0
164.0,664.0,404.0,104.0,0,1,0,0,0,0,0,1,1
164.0,504.0,404.0,264.0,0,0,0,0,0,0,0,1,1
174.0,54.0,394.0,714.0,0,0,1,0,1,0,0,0,2
184.0,54.0,384.0,714.0,0,0,1,0,1,0,0,0,2
364.0,54.0,204.0,714.0,0,0,1,0,1,0,0,0,2
474.0,54.0,94.0,714.0,0,0,0,1,1,0,0,0,2
474.0,64.0,94.0,704.0,0,0,0,1,0,1,0,0,3
474.0,194.0,94.0,574.0,0,0,0,1,0,1,0,0,3
474.0,214.0,94.0,554.0,0,0,0,1,0,1,0,0,3
474.0,354.0,94.0,414.0,0,0,0,1,0,1,0,0,3
474.0,434.0,94.0,334.0,0,0,0,1,0,1,0,0,3
464.0,714.0,104.0,54.0,1,0,0,0,0,0,1,0,0
384.0,714.0,184.0,54.0,1,0,0,0,0,0,1,0,0
214.0,714.0,354.0,54.0,0,0,0,0,0,0,1,0,0
144.0,714.0,424.0,54.0,0,0,0,0,0,0,1,0,0
44.0,714.0,524.0,54.0,0,0,0,0,0,0,1,0,0
4.0,704.0,564.0,64.0,0,0,0,0,0,0,0,1,1
14.0,354.0,554.0,414.0,0,0,1,0,1,0,0,0,2
464.0,354.0,104.0,414.0,0,0,0,1,1,0,0,0,2
464.0,364.0,104.0,404.0,0,0,0,1,0,1,0,0,3
464.0,434.0,104.0,334.0,0,0,0,1,0,1,0,0,3
454.0,764.0,114.0,4.0,0,0,0,0,0,0,1,0,0
134.0,754.0,434.0,14.0,0,1,0,0,0,0,0,1,1
134.0,714.0,434.0,54.0,0,1,0,0,0,0,0,1,1
134.0,484.0,434.0,284.0,0,1,0,0,0,0,0,1,1
134.0,194.0,434.0,574.0,0,1,0,0,0,0,0,1,1
144.0,4.0,424.0,764.0,0,0,0,0,1,0,0,0,2
274.0,14.0,294.0,754.0,0,0,0,1,0,1,0,0,3
274.0,114.0,294.0,654.0,0,0,0,1,0,1,0,0,3
274.0,424.0,294.0,344.0,0,1,0,0,0,1,0,0,3
274.0,514.0,294.0,254.0,0,1,0,0,0,1,0,0,3
274.0,554.0,294.0,214.0,0,1,0,0,0,1,0,0,3
264.0,764.0,304.0,4.0,0,0,0,0,0,0,1,0,0
154.0,764.0,414.0,4.0,0,0,0,0,0,0,1,0,0
104.0,764.0,464.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,0,1,1
4.0,744.0,564.0,24.0,0,0,0,0,0,0,0,1,1
4.0,664.0,564.0,104.0,0,0,0,0,0,0,0,1,1
4.0,654.0,564.0,114.0,0,0,0,0,0,0,0,1,1
4.0,604.0,564.0,164.0,0,0,0,0,0,0,0,1,1
4.0,204.0,564.0,564.0,0,0,0,0,0,0,0,1,1
14.0,114.0,554.0,654.0,0,0,1,0,1,0,0,0,2
564.0,124.0,4.0,644.0,0,0,0,0,0,1,0,0,3
564.0,244.0,4.0,524.0,0,0,0,0,0,1,0,0,3
554.0,574.0,14.0,194.0,1,0,0,0,0,0,1,0,0
474.0,574.0,94.0,194.0,1,0,0,0,0,0,1,0,0
404.0,574.0,164.0,194.0,1,0,0,0,0,0,1,0,0
324.0,574.0,244.0,194.0,1,0,0,0,0,0,1,0,0
14.0,574.0,554.0,194.0,0,0,0,0,0,0,1,0,0
4.0,564.0,564.0,204.0,0,0,0,0,0,0,0,1,1
4.0,474.0,564.0,294.0,0,0,0,0,0,0,0,1,1
4.0,464.0,564.0,304.0,0,0,0,0,0,0,0,1,1
14.0,444.0,554.0,324.0,0,0,1,0,1,0,0,1,2
234.0,444.0,334.0,324.0,0,0,0,0,1,0,0,0,2
244.0,444.0,324.0,324.0,0,0,0,0,1,0,0,0,2
374.0,444.0,194.0,324.0,0,0,0,0,1,0,0,0,2
514.0,444.0,54.0,324.0,0,0,0,0,1,0,0,0,2
564.0,454.0,4.0,314.0,0,0,0,0,0,1,0,0,3
564.0,534.0,4.0,234.0,0,0,0,0,0,1,0,0,3
564.0,664.0,4.0,104.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,0,1,0,0
364.0,764.0,204.0,4.0,0,0,0,0,0,0,1,0,0
204.0,754.0,364.0,14.0,0,1,0,0,0,0,0,1,1
204.0,684.0,364.0,84.0,0,1,0,0,0,0,0,1,1
204.0,114.0,364.0,654.0,0,0,0,0,0,0,0,1,1
204.0,94.0,364.0,674.0,0,0,0,0,0,0,0,1,1
204.0,54.0,364.0,714.0,0,0,0,0,0,0,0,1,1
204.0,24.0,364.0,744.0,0,0,0,0,0,0,0,1,1
214.0,4.0,354.0,764.0,0,0,0,0,1,0,0,0,2
494.0,14.0,74.0,754.0,0,0,0,1,0,1,0,0,3
494.0,74.0,74.0,694.0,0,0,0,1,0,1,0,0,3
494.0,174.0,74.0,594.0,0,0,0,1,0,1,0,0,3
494.0,464.0,74.0,304.0,0,0,0,1,0,1,0,0,3
484.0,614.0,84.0,154.0,1,0,0,0,0,0,1,0,0
4.0,614.0,564.0,154.0,0,0,0,0,0,0,1,0,0
4.0,604.0,564.0,164.0,0,0,0,0,0,0,0,1,1
4.0,514.0,564.0,254.0,0,0,0,0,0,0,0,1,1
4.0,484.0,564.0,284.0,0,0,1,0,0,0,0,1,1
14.0,484.0,554.0,284.0,0,0,1,0,1,0,0,1,2
564.0,494.0,4.0,274.0,0,0,0,0,0,1,0,0,3
564.0,514.0,4.0,254.0,0,0,0,0,0,1,0,0,3
564.0,614.0,4.0,154.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,0,1,0,0
444.0,754.0,124.0,14.0,0,1,0,0,0,0,1,1,1
444.0,624.0,124.0,144.0,0,1,0,0,0,0,0,1,1
454.0,174.0,114.0,594.0,0,0,1,0,1,0,0,0,2
564.0,174.0,4.0,594.0,0,0,0,0,1,0,0,0,2
564.0,184.0,4.0,584.0,0,0,0,0,1,1,0,0,3
564.0,214.0,4.0,554.0,0,0,0,0,1,1,0,0,3
564.0,314.0,4.0,454.0,0,0,0,0,0,1,0,0,3
564.0,344.0,4.0,424.0,0,0,0,0,0,1,0,0,3
564.0,564.0,4.0,204.0,0,0,0,0,0,1,0,0,3
564.0,754.0,4.0,14.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,0,1,0,0
464.0,764.0,104.0,4.0,0,0,0,0,0,0,1,0,0
264.0,754.0,304.0,14.0,0,1,0,0,0,0,0,1,1
264.0,344.0,304.0,424.0,0,1,0,0,0,0,0,1,1
264.0,324.0,304.0,444.0,0,1,0,0,0,0,0,1,1
264.0,64.0,304.0,704.0,0,1,0,0,0,0,0,1,1
274.0,4.0,294.0,764.0,0,0,0,0,1,0,0,0,2
474.0,4.0,94.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,0,1,0,0,3
564.0,174.0,4.0,594.0,0,0,0,0,0,1,0,0,3
554.0,314.0,14.0,454.0,1,0,0,0,0,0,1,0,0
204.0,314.0,364.0,454.0,1,0,0,0,0,0,1,0,0
64.0,314.0,504.0,454.0,0,0,0,0,0,0,1,0,0
4.0,304.0,564.0,464.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,0,2
204.0,4.0,364.0,764.0,0,0,0,0,1,0,0,0,2
244.0,14.0,324.0,754.0,0,0,0,1,0,1,0,0,3
244.0,64.0,324.0,704.0,0,0,0,1,0,1,0,0,3
244.0,114.0,324.0,654.0,0,0,0,1,0,1,0,0,3
244.0,224.0,324.0,544.0,0,0,0,1,0,1,0,0,3
244.0,254.0,324.0,514.0,0,0,0,1,0,1,0,0,3
244.0,334.0,324.0,434.0,0,0,0,1,0,1,0,0,3
244.0,484.0,324.0,284.0,0,0,0,1,0,1,0,0,3
244.0,604.0,324.0,164.0,0,0,0,1,0,1,0,0,3
244.0,654.0,324.0,114.0,0,0,0,1,0,1,0,0,3
234.0,764.0,334.0,4.0,0,0,0,0,0,0,1,0,0
14.0,764.0,554.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,474.0,564.0,294.0,0,0,0,0,0,0,0,1,1
14.0,364.0,554.0,404.0,0,0,1,0,1,0,0,0,2
114.0,364.0,454.0,404.0,0,0,1,0,1,0,0,0,2
224.0,364.0,344.0,404.0,0,0,1,0,1,0,0,0,2
364.0,374.0,204.0,394.0,0,0,0,1,0,1,0,0,3
354.0,764.0,214.0,4.0,0,0,0,0,0,0,1,0,0
324.0,754.0,244.0,14.0,0,1,0,0,0,0,1,1,1
324.0,554.0,244.0,214.0,0,1,0,0,0,0,0,1,1
324.0,424.0,244.0,344.0,0,1,0,0,0,0,0,1,1
324.0,324.0,244.0,444.0,0,1,0,0,0,0,0,1,1
314.0,114.0,254.0,654.0,1,0,0,0,0,0,1,0,0
214.0,114.0,354.0,654.0,1,0,0,0,0,0,1,0,0
4.0,104.0,564.0,664.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
134.0,4.0,434.0,764.0,0,0,0,0,1,0,0,0,2
174.0,4.0,394.0,764.0,0,0,0,0,1,0,0,0,2
354.0,14.0,214.0,754.0,0,0,0,1,0,1,0,0,3
354.0,254.0,214.0,514.0,0,0,0,1,0,1,0,0,3
354.0,304.0,214.0,464.0,0,0,0,1,0,1,0,0,3
354.0,434.0,214.0,334.0,0,0,0,1,0,1,0,0,3
354.0,444.0,214.0,324.0,0,0,0,1,0,1,0,0,3
344.0,764.0,224.0,4.0,0,0,0,0,0,0,1,0,0
34.0,764.0,534.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,0,1,1
4.0,724.0,564.0,44.0,0,0,0,0,0,0,0,1,1
4.0,694.0,564.0,74.0,0,0,0,0,0,0,0,1,1
4.0,534.0,564.0,234.0,0,0,0,0,0,0,0,1,1
4.0,364.0,564.0,404.0,0,0,0,0,0,0,0,1,1
14.0,134.0,554.0,634.0,0,0,1,0,1,0,0,0,2
294.0,134.0,274.0,634.0,0,0,1,0,1,0,0,0,2
364.0,134.0,204.0,634.0,0,0,1,0,1,0,0,0,2
564.0,144.0,4.0,624.0,0,0,0,0,0,1,0,0,3
564.0,174.0,4.0,594.0,0,0,0,0,0,1,0,0,3
554.0,184.0,14.0,584.0,1,0,0,0,0,1,1,0,0
504.0,184.0,64.0,584.0,1,0,0,0,0,1,1,0,0
484.0,184.0,84.0,584.0,1,0,0,0,0,1,1,0,0
444.0,184.0,124.0,584.0,1,0,0,0,0,1,1,0,0
144.0,184.0,424.0,584.0,1,0,0,0,0,0,1,0,0
24.0,194.0,544.0,574.0,0,0,0,1,0,1,0,0,3
34.0,474.0,534.0,294.0,0,0,1,0,1,1,0,0,2
464.0,474.0,104.0,294.0,0,0,0,0,1,0,0,0,2
494.0,474.0,74.0,294.0,0,0,0,0,1,0,0,0,2
524.0,464.0,44.0,304.0,0,1,0,0,0,0,0,1,1
524.0,304.0,44.0,464.0,0,0,0,0,0,0,0,1,1
514.0,74.0,54.0,694.0,1,0,0,0,0,0,1,0,0
304.0,74.0,264.0,694.0,1,0,0,0,0,0,1,0,0
254.0,74.0,314.0,694.0,0,0,0,0,0,0,1,0,0
84.0,74.0,484.0,694.0,0,0,0,0,0,0,1,0,0
24.0,74.0,544.0,694.0,0,0,0,0,0,0,1,0,0
4.0,64.0,564.0,704.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
244.0,4.0,324.0,764.0,0,0,0,0,1,0,0,0,2
294.0,14.0,274.0,754.0,0,0,0,1,1,1,0,0,3
294.0,304.0,274.0,464.0,0,0,0,1,0,1,0,0,3
294.0,524.0,274.0,244.0,0,0,0,0,0,1,0,0,3
284.0,644.0,284.0,124.0,1,0,0,0,0,0,1,0,0
184.0,634.0,384.0,134.0,0,1,0,0,0,0,1,1,1
174.0,304.0,394.0,464.0,1,0,0,0,0,0,1,0,0
164.0,304.0,404.0,464.0,1,0,0,0,0,0,1,0,0
4.0,294.0,564.0,474.0,0,0,0,0,0,0,0,1,1
14.0,54.0,554.0,714.0,0,0,1,0,1,0,0,1,2
34.0,54.0,534.0,714.0,0,0,1,0,1,0,0,1,2
384.0,54.0,184.0,714.0,0,0,0,0,1,0,0,0,2
464.0,64.0,104.0,704.0,0,0,0,1,0,1,0,0,3
474.0,164.0,94.0,604.0,0,0,1,0,1,0,0,0,2
564.0,174.0,4.0,594.0,0,0,0,0,0,1,0,0,3
554.0,354.0,14.0,414.0,1,0,0,0,0,1,1,0,0
474.0,354.0,94.0,414.0,1,0,0,0,0,1,1,0,0
454.0,354.0,114.0,414.0,1,0,0,0,0,0,1,0,0
124.0,344.0,444.0,424.0,0,1,0,0,0,0,1,1,1
124.0,174.0,444.0,594.0,0,0,0,0,0,0,0,1,1
134.0,4.0,434.0,764.0,0,0,0,0,1,0,0,1,2
224.0,4.0,344.0,764.0,0,0,0,0,1,0,0,0,2
314.0,4.0,254.0,764.0,0,0,0,0,1,0,0,0,2
344.0,4.0,224.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,54.0,4.0,714.0,0,0,0,0,0,1,0,0,3
564.0,164.0,4.0,604.0,0,0,0,0,0,1,0,0,3
554.0,654.0,14.0,114.0,1,0,0,0,0,0,1,0,0
244.0,654.0,324.0,114.0,1,0,0,0,0,0,1,0,0
84.0,654.0,484.0,114.0,0,0,0,0,0,0,1,0,0
4.0,654.0,564.0,114.0,0,0,0,0,0,0,1,0,0
4.0,644.0,564.0,124.0,0,0,0,0,0,0,0,1,1
4.0,414.0,564.0,354.0,0,0,0,0,0,0,0,1,1
4.0,344.0,564.0,424.0,0,0,0,0,0,0,0,1,1
4.0,274.0,564.0,494.0,0,0,1,0,0,0,0,1,1
14.0,274.0,554.0,494.0,0,0,1,0,1,0,0,1,2
204.0,274.0,364.0,494.0,0,0,1,0,1,0,0,0,2
334.0,274.0,234.0,494.0,0,0,0,0,1,0,0,0,2
384.0,274.0,184.0,494.0,0,0,0,0,1,0,0,0,2
564.0,284.0,4.0,484.0,0,0,0,0,0,1,0,0,3
554.0,324.0,14.0,444.0,1,0,0,0,0,1,1,0,0
104.0,314.0,464.0,454.0,0,1,0,0,0,0,1,1,1
104.0,264.0,464.0,504.0,0,1,0,0,0,0,0,1,1
104.0,94.0,464.0,674.0,0,0,0,0,0,0,0,1,1
114.0,4.0,454.0,764.0,0,0,0,0,1,0,0,1,2
304.0,4.0,264.0,764.0,0,0,0,0,1,0,0,0,2
414.0,4.0,154.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
554.0,244.0,14.0,524.0,1,0,0,0,0,1,1,0,0
344.0,244.0,224.0,524.0,1,0,0,0,0,0,1,0,0
4.0,234.0,564.0,534.0,0,0,0,0,0,0,0,1,1
4.0,204.0,564.0,564.0,0,0,0,0,0,0,0,1,1
4.0,114.0,564.0,654.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
94.0,4.0,474.0,764.0,0,0,0,0,1,0,0,1,2
214.0,4.0,354.0,764.0,0,0,0,0,1,0,0,0,2
244.0,4.0,324.0,764.0,0,0,0,0,1,0,0,0,2
344.0,4.0,224.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,0,1,0,0,3
564.0,154.0,4.0,614.0,0,0,0,0,0,1,0,0,3
564.0,244.0,4.0,524.0,0,0,0,0,0,1,0,0,3
554.0,504.0,14.0,264.0,1,0,0,0,0,1,1,0,0
524.0,504.0,44.0,264.0,1,0,0,0,0,0,1,0,0
184.0,504.0,384.0,264.0,1,0,0,0,0,0,1,0,0
4.0,494.0,564.0,274.0,0,0,0,0,0,0,0,1,1
4.0,354.0,564.0,414.0,0,0,0,0,0,0,0,1,1
4.0,294.0,564.0,474.0,0,0,0,0,0,0,0,1,1
4.0,174.0,564.0,594.0,0,0,0,0,0,0,0,1,1
4.0,134.0,564.0,634.0,0,0,0,0,0,0,0,1,1
14.0,64.0,554.0,704.0,0,0,1,0,1,0,0,1,2
204.0,64.0,364.0,704.0,0,0,1,0,1,0,0,0,2
254.0,64.0,314.0,704.0,0,0,1,0,1,0,0,0,2
564.0,74.0,4.0,694.0,0,0,0,0,0,1,0,0,3
564.0,94.0,4.0,674.0,0,0,0,0,0,1,0,0,3
564.0,174.0,4.0,594.0,0,0,0,0,0,1,0,0,3
554.0,714.0,14.0,54.0,1,0,0,0,0,0,1,0,0
4.0,704.0,564.0,64.0,0,0,0,0,0,0,0,1,1
4.0,534.0,564.0,234.0,0,0,0,0,0,0,0,1,1
14.0,444.0,554.0,324.0,0,0,1,0,1,0,0,1,2
304.0,444.0,264.0,324.0,0,0,1,0,1,0,0,0,2
414.0,444.0,154.0,324.0,0,0,0,0,1,0,0,0,2
464.0,434.0,104.0,334.0,0,1,0,0,0,0,0,1,1
464.0,384.0,104.0,384.0,0,1,0,0,0,0,0,1,1
474.0,4.0,94.0,764.0,0,0,0,0,1,0,0,0,2
564.0,14.0,4.0,754.0,0,0,0,0,1,1,0,0,3
564.0,374.0,4.0,394.0,0,0,0,0,0,1,0,0,3
554.0,694.0,14.0,74.0,1,0,0,0,0,0,1,0,0
314.0,694.0,254.0,74.0,1,0,0,0,0,0,1,0,0
44.0,694.0,524.0,74.0,0,0,0,0,0,0,1,0,0
24.0,694.0,544.0,74.0,0,0,0,0,0,0,1,0,0
4.0,684.0,564.0,84.0,0,0,0,0,0,0,1,1,1
4.0,564.0,564.0,204.0,0,0,0,0,0,0,0,1,1
14.0,464.0,554.0,304.0,0,0,1,0,1,0,0,1,2
24.0,464.0,544.0,304.0,0,0,1,0,1,0,0,1,2
44.0,464.0,524.0,304.0,0,0,1,0,1,0,0,1,2
564.0,474.0,4.0,294.0,0,0,0,0,1,1,0,0,3
564.0,744.0,4.0,24.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
294.0,764.0,274.0,4.0,0,0,0,0,0,0,1,0,0
274.0,764.0,294.0,4.0,0,0,0,0,0,0,1,0,0
184.0,754.0,384.0,14.0,0,1,0,0,0,0,1,1,1
184.0,654.0,384.0,114.0,0,1,0,0,0,0,0,1,1
184.0,384.0,384.0,384.0,0,0,0,0,0,0,0,1,1
174.0,254.0,394.0,514.0,1,0,0,0,0,0,1,0,0
4.0,244.0,564.0,524.0,0,0,0,0,0,0,0,1,1
4.0,104.0,564.0,664.0,0,0,0,0,0,0,0,1,1
14.0,94.0,554.0,674.0,0,0,1,0,1,0,0,1,2
564.0,104.0,4.0,664.0,0,0,0,0,1,1,0,0,3
564.0,144.0,4.0,624.0,0,0,0,0,0,1,0,0,3
564.0,204.0,4.0,564.0,0,0,0,0,0,1,0,0,3
564.0,244.0,4.0,524.0,0,0,0,0,0,1,0,0,3
554.0,324.0,14.0,444.0,1,0,0,0,0,1,1,0,0
274.0,334.0,294.0,434.0,0,0,0,1,0,1,0,0,3
274.0,424.0,294.0,344.0,0,0,0,1,0,1,0,0,3
274.0,514.0,294.0,254.0,0,0,0,1,0,1,0,0,3
274.0,644.0,294.0,124.0,0,0,0,0,0,1,0,0,3
264.0,764.0,304.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,574.0,564.0,194.0,0,0,0,0,0,0,0,1,1
4.0,334.0,564.0,434.0,0,0,0,0,0,0,0,1,1
14.0,304.0,554.0,464.0,0,0,1,0,1,0,0,1,2
234.0,304.0,334.0,464.0,0,0,1,0,1,0,0,0,2
564.0,314.0,4.0,454.0,0,0,0,0,1,1,0,0,3
564.0,474.0,4.0,294.0,0,0,0,0,0,1,0,0,3
564.0,504.0,4.0,264.0,0,0,0,0,0,1,0,0,3
564.0,724.0,4.0,44.0,0,0,0,0,0,1,0,0,3
564.0,744.0,4.0,24.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
354.0,764.0,214.0,4.0,0,0,0,0,0,0,1,0,0
324.0,764.0,244.0,4.0,0,0,0,0,0,0,1,0,0
304.0,764.0,264.0,4.0,0,0,0,0,0,0,1,0,0
54.0,754.0,514.0,14.0,0,1,0,0,0,0,1,1,1
54.0,634.0,514.0,134.0,0,1,0,0,0,0,0,1,1
54.0,614.0,514.0,154.0,0,1,0,0,0,0,0,1,1
54.0,124.0,514.0,644.0,0,0,0,0,0,0,0,1,1
54.0,84.0,514.0,684.0,0,0,0,0,0,0,0,1,1
54.0,24.0,514.0,744.0,0,0,0,0,0,0,0,1,1
64.0,4.0,504.0,764.0,0,0,0,0,1,0,0,0,2
224.0,14.0,344.0,754.0,0,0,0,1,1,1,0,0,3
224.0,164.0,344.0,604.0,0,0,0,1,1,1,0,0,3
224.0,354.0,344.0,414.0,0,0,0,0,0,1,0,0,3
214.0,534.0,354.0,234.0,1,0,0,0,0,1,1,0,0
24.0,534.0,544.0,234.0,0,0,0,0,0,0,1,0,0
4.0,524.0,564.0,244.0,0,0,0,0,0,0,1,1,1
14.0,134.0,554.0,634.0,0,0,1,0,1,0,0,1,2
84.0,134.0,484.0,634.0,0,0,1,0,1,0,0,1,2
244.0,134.0,324.0,634.0,0,0,0,0,1,0,0,0,2
264.0,144.0,304.0,624.0,0,0,0,1,1,1,0,0,3
264.0,154.0,304.0,614.0,0,0,0,1,1,1,0,0,3
264.0,304.0,304.0,464.0,0,0,0,1,1,1,0,0,3
264.0,474.0,304.0,294.0,0,0,0,1,0,1,0,0,3
264.0,504.0,304.0,264.0,0,0,0,1,0,1,0,0,3
254.0,684.0,314.0,84.0,1,0,0,0,0,1,1,0,0
244.0,684.0,324.0,84.0,1,0,0,0,0,1,1,0,0
54.0,684.0,514.0,84.0,0,0,0,0,0,0,1,0,0
4.0,674.0,564.0,94.0,0,0,0,0,0,0,1,1,1
4.0,644.0,564.0,124.0,0,0,0,0,0,0,1,1,1
4.0,564.0,564.0,204.0,0,0,0,0,0,0,1,1,1
4.0,64.0,564.0,704.0,0,0,0,0,0,0,0,1,1
14.0,4.0,554.0,764.0,0,0,0,0,1,0,0,1,2
44.0,4.0,524.0,764.0,0,0,0,0,1,0,0,0,2
134.0,4.0,434.0,764.0,0,0,0,0,1,0,0,0,2
184.0,4.0,384.0,764.0,0,0,0,0,1,0,0,0,2
494.0,14.0,74.0,754.0,0,0,0,1,1,1,0,0,3
494.0,204.0,74.0,564.0,0,0,0,1,0,1,0,0,3
494.0,474.0,74.0,294.0,0,0,0,1,0,1,0,0,3
494.0,514.0,74.0,254.0,0,0,0,0,0,1,0,0,3
484.0,684.0,84.0,84.0,1,0,0,0,0,1,1,0,0
114.0,684.0,454.0,84.0,0,0,0,0,0,0,1,0,0
74.0,684.0,494.0,84.0,0,0,0,0,0,0,1,0,0
4.0,674.0,564.0,94.0,0,0,0,0,0,0,1,1,1
4.0,654.0,564.0,114.0,0,0,0,0,0,0,1,1,1
14.0,374.0,554.0,394.0,0,0,1,0,1,0,0,1,2
474.0,374.0,94.0,394.0,0,0,1,0,1,0,0,0,2
564.0,384.0,4.0,384.0,0,0,0,0,1,1,0,0,3
564.0,614.0,4.0,154.0,0,0,0,0,0,1,0,0,3
564.0,694.0,4.0,74.0,0,0,0,0,0,1,0,0,3
554.0,764.0,14.0,4.0,0,0,0,0,0,1,1,0,0
404.0,764.0,164.0,4.0,0,0,0,0,0,1,1,0,0
394.0,764.0,174.0,4.0,0,0,0,0,0,1,1,0,0
164.0,764.0,404.0,4.0,0,0,0,0,0,0,1,0,0
4.0,754.0,564.0,14.0,0,0,0,0,0,0,1,1,1
4.0,494.0,564.0,274.0,0,0,0,0,0,0,0,1,1
14.0,254.0,554.0,514.0,0,0,1,0,1,0,0,1,2
324.0,254.0,244.0,514.0,0,0,1,0,1,0,0,0,2
414.0,254.0,154.0,514.0,0,0,1,0,1,0,0,0,2
464.0,254.0,104.0,514.0,0,0,1,0,1,0,0,0,2
564.0,264.0,4.0,504.0,0,0,0,0,1,1,0,0,3
564.0,294.0,4.0,474.0,0,0,0,0,1,1,0,0,3
564.0,424.0,4.0,344.0,0,0,0,0,0,1,0,0,3
564.0,434.0,4.0,334.0,0,0,0,0,0,1,0,0,3
554.0,704.0,14.0,64.0,1,0,0,0,0,1,1,0,0
344.0,704.0,224.0,64.0,1,0,0,0,0,0,1,0,0
134.0,704.0,434.0,64.0,0,0,0,0,0,0,1,0,0
